id,name,skill_1_name,skill_1_level,skill_2_name,skill_2_level,size
129,Draw_Jewel_III_3,Critical_Draw,3,NA,NA,3
130,Earplugs_Jewel_2,Earplugs,1,NA,NA,2
131,Enduring_Jewel_1,Item_Prolonger,1,NA,NA,1
132,Enhancer_Jewel_1,Power_Prolonger,1,NA,NA,1
133,Enhancer_Jewel_II_2,Power_Prolonger,2,NA,NA,2
134,Enhancer_Jewel_III_3,Power_Prolonger,3,NA,NA,3
135,Enhancer-Blaze_Jewel_3,Power_Prolonger,3,Fire_Attack,1,3
136,Enhancer-Bolt_Jewel_3,Power_Prolonger,3,Thunder_Attack,1,3
137,Enhancer-Dragon_Jwl_3,Power_Prolonger,3,Dragon_Attack,1,3
138,Enhancer-Frost_Jwl_3,Power_Prolonger,3,Ice_Attack,1,3
139,Enhancer-Handicraft_Jwl_3,Power_Prolonger,3,Handicraft,1,3
140,Enhancer-Stream_Jwl_3,Power_Prolonger,3,Water_Attack,1,3
141,Escape_Jewel_1,Bind_Resistance,1,NA,NA,1
142,Evasion_Jewel_2,Evade_Window,1,NA,NA,2
143,Expert_Jewel_1,Critical_Eye,1,NA,NA,1
144,Expert_Jewel_II_2,Critical_Eye,2,NA,NA,2
145,Expert_Jewel_III_3,Critical_Eye,3,NA,NA,3
146,Fire_Res_Jewel_1,Fire_Resistance,1,NA,NA,1
147,Flash_Jewel_1,Blindsider,1,NA,NA,1
148,Flawless_Jewel_2,Peak_Performance,2,NA,NA,2
149,Flayer_Jewel_3,Flayer,1,NA,NA,3
150,Flight_Jewel_2,Airborne,1,NA,NA,2
151,Flight-Attack_Jwl_3,Airborne,1,Attack_Boost,1,3
152,Flight-Draw_Jewel_3,Airborne,1,Critical_Draw,1,3
153,Flight-Expert_Jewel_3,Airborne,1,Critical_Eye,1,3
154,Flight-Handicraft_Jwl_3,Airborne,1,Handicraft,1,3
155,Focus_Jewel_1,Focus,1,NA,NA,1
156,Focus_Jewel_II_2,Focus,2,NA,NA,2
157,Focus_Jewel_III_3,Focus,3,NA,NA,3
158,Focus-Blaze_Jewel_3,Focus,3,Fire_Attack,1,3
159,Focus-Bolt_Jwl_3,Focus,3,Thunder_Attack,1,3
160,Focus-Dragon_Jewel_3,Focus,3,Dragon_Attack,1,3
161,Focus-Frost_Jewel_3,Focus,3,Ice_Attack,1,3
162,Focus-Handicraft_Jewel_3,Focus,3,Handicraft,1,3
163,Focus-KO_Jewel_3,Focus,3,Slugger,1,3
164,Focus-Precise_Jewel_3,Focus,3,Ballistics,1,3
165,Focus-Stream_Jewel_3,Focus,3,Water_Attack,1,3
166,Footing_Jewel_1,Tremor_Resistance,1,NA,NA,1
167,Foray_Jewel_3,Foray,1,NA,NA,3
168,Forceshot_Jewel_3,Normal_Shots,1,NA,NA,3
169,Friendship_Jewel_1,Wide-Range,1,NA,NA,1
170,Frost_Jewel_1,Ice_Attack,1,NA,NA,1
171,Frost_Jewel_II_2,Ice_Attack,2,NA,NA,2
172,Frost_Jewel_III_3,Ice_Attack,3,NA,NA,3
173,Frost-Bandolier_Jwl_3,Ice_Attack,3,Tetrad_Shot,1,3
174,Frost-Crit_Elem_Jwl_3,Ice_Attack,3,Critical_Element,1,3
175,Frost-Enhancer_Jwl_3,Ice_Attack,3,Power_Prolonger,1,3
176,Frost-Focus_Jewel_3,Ice_Attack,3,Focus,1,3
177,Frost-Guardian_Jwl_3,Ice_Attack,3,Offensive_Guard,1,3
178,Frost-Handicraft_Jwl_3,Ice_Attack,3,Handicraft,1,3
179,Frost-Ironwall_Jwl_3,Ice_Attack,3,Guard,1,3
180,Frost-KO_Jewel_3,Ice_Attack,3,Slugger,1,3
181,Frost-Opener_Jewel_3,Ice_Attack,3,Opening_Shot,1,3
182,Frost-Precise_Jewel_3,Ice_Attack,3,Ballistics,1,3
183,Frost-Quickswitch_Jwl_3,Ice_Attack,3,Rapid_Morph,1,3
184,Frost-Rzr_Sharp_Jwl_3,Ice_Attack,3,Razor_Sharp,1,3
185,Frost-Shield_Jewel_3,Ice_Attack,3,Guard_Up,1,3
186,Fungiform_Jewel_2,Mushroomancer,1,NA,NA,2
187,Furor_Jewel_2,Resentment,1,NA,NA,2
188,Gambit_Jewel_1,Punishing_Draw,1,NA,NA,1
189,Gambit_Jewel_II_2,Punishing_Draw,2,NA,NA,2
190,Gambit_Jewel_III_3,Punishing_Draw,3,NA,NA,3
191,Gambit-Handicraft_Jwl_3,Punishing_Draw,3,Handicraft,1,3
192,Gambit-Ironwall_Jwl_3,Punishing_Draw,3,Guard,1,3
193,Gambit-KO_Jewel_3,Punishing_Draw,3,Slugger,1,3
194,Geology_Jewel_1,Geologist,1,NA,NA,1
195,Gobbler_Jewel_1,Speed_Eating,1,NA,NA,1
196,Grinder_Jewel_1,Speed_Sharpening,1,NA,NA,1
197,Grinder_Jewel_II_2,Speed_Sharpening,2,NA,NA,2
198,Grinder-Attack_Jewel_3,Speed_Sharpening,2,Attack_Boost,1,3
199,Grinder-Draw_Jewel_3,Speed_Sharpening,2,Critical_Draw,1,3
200,Grinder-Expert_Jewel_3,Speed_Sharpening,2,Critical_Eye,1,3
201,Grinder-Handicraft_Jwl_3,Speed_Sharpening,2,Handicraft,1,3
202,Grinder-Ironwall_Jewel_3,Speed_Sharpening,2,Guard,1,3
203,Grinder-KO_Jewel_3,Speed_Sharpening,2,Slugger,1,3
204,Growth_Jewel_1,Self-Improvement,1,NA,NA,1
205,Guardian_Jewel_1,Offensive_Guard,1,NA,NA,1
206,Guardian_Jewel_II_2,Offensive_Guard,2,NA,NA,2
207,Guardian_Jewel_III_3,Offensive_Guard,3,NA,NA,3
208,Guardian-Blaze_Jwl_3,Offensive_Guard,3,Fire_Attack,1,3
209,Guardian-Bolt_Jwl_3,Offensive_Guard,3,Thunder_Attack,1,3
210,Guardian-Dragon_Jwl_3,Offensive_Guard,3,Dragon_Attack,1,3
211,Guardian-Frost_Jwl_3,Offensive_Guard,3,Ice_Attack,1,3
212,Guardian-Handicraft_Jwl_3,Offensive_Guard,3,Handicraft,1,3
213,Guardian-Ironwall_Jwl_3,Offensive_Guard,3,Guard,1,3
214,Guardian-Stream_Jwl_3,Offensive_Guard,3,Water_Attack,1,3
215,Handicraft_Jewel_1,Handicraft,1,NA,NA,1
216,Handicraft_Jewel_II_2,Handicraft,2,NA,NA,2
217,Handicraft_Jwl_III_3,Handicraft,3,NA,NA,3
218,Hungerless_Jewel_1,Hunger_Resistance,1,NA,NA,1
219,Ice_Res_Jewel_1,Ice_Resistance,1,NA,NA,1
220,Intimidator_Jewel_1,Intimidator,1,NA,NA,1
221,Ironwall_Jewel_1,Guard,1,NA,NA,1
222,Ironwall_Jewel_II_2,Guard,2,NA,NA,2
223,Ironwall_Jewel_III_3,Guard,3,NA,NA,3
224,Jumping_Jewel_2,Evade_Extender,2,NA,NA,2
225,KO_Jewel_1,Slugger,1,NA,NA,1
226,KO_Jewel_II_2,Slugger,2,NA,NA,2
227,KO_Jewel_III_3,Slugger,3,NA,NA,3
228,Leap_Jewel_1,Jump_Master,1,NA,NA,1
229,Magazine_Jewel_1,Load_Shells,1,NA,NA,1
230,Magazine_Jewel_II_2,Load_Shells,2,NA,NA,2
231,Magazine-Attack_Jwl_3,Load_Shells,2,Attack_Boost,1,3
232,Magazine-Draw_Jwl_3,Load_Shells,2,Critical_Draw,1,3
233,Magazine-Expert_Jwl_3,Load_Shells,2,Critical_Eye,1,3
234,Magazine-Handicraft_Jwl_3,Load_Shells,2,Handicraft,1,3
235,Magazine-Ironwall_Jwl_3,Load_Shells,2,Guard,1,3
236,Maintenance_Jewel_2,Tool_Specialist,1,NA,NA,2
237,Mastery_Jewel_3,Master's_Touch,1,NA,NA,3
238,Medicine_Jewel_1,Recovery_Up,1,NA,NA,1
239,Mighty_Jewel_2,Maximum_Might,1,NA,NA,2
240,Mind's_Eye_Jewel_1,Mind's_Eye,1,NA,NA,1
241,Mind's_Eye_Jewel_II_2,Mind's_Eye,2,NA,NA,2
242,Mind's_Eye_Jwl_III_3,Mind's_Eye,3,NA,NA,3
243,Mirewalker_Jewel_1,Aquatic-Oilsilt_Mobility,1,NA,NA,1
244,Opener_Jewel_1,Opening_Shot,1,NA,NA,1
245,Opener_Jewel_II_2,Opening_Shot,2,NA,NA,2
246,Opener_Jewel_III_3,Opening_Shot,3,NA,NA,3
247,Opener-Blaze_Jewel_3,Opening_Shot,3,Fire_Attack,1,3
248,Opener-Bolt_Jewel_3,Opening_Shot,3,Thunder_Attack,1,3
249,Opener-Dragon_Jewel_3,Opening_Shot,3,Dragon_Attack,1,3
250,Opener-Frost_Jewel_3,Opening_Shot,3,Ice_Attack,1,3
251,Opener-Ironwall_Jwl_3,Opening_Shot,3,Guard,1,3
252,Opener-Precise_Jewel_3,Opening_Shot,3,Ballistics,1,3
253,Opener-Stream_Jwl_3,Opening_Shot,3,Water_Attack,1,3
254,Paracoat_Jewel_3,Para_Functionality,1,NA,NA,3
255,Paralyzer_Jewel_1,Paralysis_Attack,1,NA,NA,1
256,Paralyzer_Jewel_II_2,Paralysis_Attack,2,NA,NA,2
257,Paralyzer_Jwl_III_3,Paralysis_Attack,3,NA,NA,3
258,Pep_Jewel_1,Sleep_Resistance,1,NA,NA,1
259,Perfume_Jewel_1,Stench_Resistance,1,NA,NA,1
260,Phoenix_Jewel_2,Coalescence,1,NA,NA,2
261,Physique_Jewel_1,Constitution,1,NA,NA,1
262,Pierce_Jewel_3,Piercing_Shots,1,NA,NA,3
263,Poison_Jewel_2,Poison_Duration_Up,2,NA,NA,2
264,Poison-Attack_Jewel_3,Poison_Duration_Up,1,Attack_Boost,1,3
265,Poison-Draw_Jewel_3,Poison_Duration_Up,1,Critical_Draw,1,3
266,Poison-Expert_Jwl_3,Poison_Duration_Up,1,Critical_Eye,1,3
267,Poison-Handicraft_Jwl_3,Poison_Duration_Up,1,Handicraft,1,3
268,Poison-Ironwall_Jwl_3,Poison_Duration_Up,1,Guard,1,3
269,Poison-KO_Jewel_3,Poison_Duration_Up,1,Slugger,1,3
270,Poison-Precise_Jwl_3,Poison_Duration_Up,1,Ballistics,1,3
271,Poisoncoat_Jewel_2,Poison_Functionality,1,NA,NA,2
272,Potential_Jewel_2,Heroics,1,NA,NA,2
273,Precise_Jewel_1,Ballistics,1,NA,NA,1
274,Precise_Jewel_II_2,Ballistics,2,NA,NA,2
275,Precise_Jewel_III_3,Ballistics,3,NA,NA,3
276,Protection_Jewel_1,Divine_Blessing,1,NA,NA,1
277,Quickswitch_Jewel_1,Rapid_Morph,1,NA,NA,1
278,Quickswitch_Jewel_II_2,Rapid_Morph,2,NA,NA,2
279,Quickswitch_Jewel_III_3,Rapid_Morph,3,NA,NA,3
280,Quickswitch-Blaze_Jwl_3,Rapid_Morph,3,Fire_Attack,1,3
281,Quickswitch-Bolt_Jwl_3,Rapid_Morph,3,Thunder_Attack,1,3
282,Quickswitch-Dragon_Jwl_3,Rapid_Morph,3,Dragon_Attack,1,3
283,Quickswitch-Frost_Jwl_3,Rapid_Morph,3,Ice_Attack,1,3
284,Quickswitch-Handicraft_Jwl_3,Rapid_Morph,3,Handicraft,1,3
285,Quickswitch-Ironwall_Jwl_3,Rapid_Morph,3,Guard,1,3
286,Quickswitch-KO_Jwl_3,Rapid_Morph,3,Slugger,1,3
287,Quickswitch-Stream_Jwl_3,Rapid_Morph,3,Water_Attack,1,3
288,Ranger_Jewel_1,Outdoorsman,1,NA,NA,1
289,Razor_Sharp_Jewel_1,Razor_Sharp,1,NA,NA,1
290,Razor_Sharp_Jewel_II_2,Razor_Sharp,2,NA,NA,2
291,Razor_Sharp-KO_Jwl_3,Razor_Sharp,3,Slugger,1,3
292,Recovery_Jewel_1,Recovery_Speed,1,NA,NA,1
293,Refresh_Jewel_2,Stamina_Surge,1,NA,NA,2
294,Rzr_Sharp_Jwl_III_3,Razor_Sharp,3,NA,NA,3
295,Rzr_Sharp-Blaze_Jwl_3,Razor_Sharp,3,Fire_Attack,1,3
296,Rzr_Sharp-Bolt_Jwl_3,Razor_Sharp,3,Thunder_Attack,1,3
297,Rzr_Sharp-Dragon_Jwl_3,Razor_Sharp,3,Dragon_Attack,1,3
298,Rzr_Sharp-Frost_Jwl_3,Razor_Sharp,3,Ice_Attack,1,3
299,Rzr_Sharp-Handicraft_Jwl_3,Razor_Sharp,3,Handicraft,1,3
300,Rzr_Sharp-Ironwall_Jwl_3,Razor_Sharp,3,Guard,1,3
301,Rzr_Sharp-Stream_Jwl_3,Razor_Sharp,3,Water_Attack,1,3
302,Salvo_Jewel_3,Rapid_Fire_Up,1,NA,NA,3
303,Sane_Jewel_1,Antivirus,1,NA,NA,1
304,Satiated_Jewel_1,Free_Meal,1,NA,NA,1
305,Sharp_Jewel_1,Protective_Polish,1,NA,NA,1
306,Sharp_Jewel_II_2,Protective_Polish,2,NA,NA,2
307,Sharp_Jewel_III_3,Protective_Polish,3,NA,NA,3
308,Sheath_Jewel_1,Quick_Sheathe,1,NA,NA,1
309,Shield_Jewel_1,Guard_Up,1,NA,NA,1
310,Shield_Jewel_II_2,Guard_Up,2,NA,NA,2
311,Shield_Jewel_III_3,Guard_Up,3,NA,NA,3
312,Shield-Blaze_Jewel_3,Guard_Up,3,Fire_Attack,1,3
313,Shield-Bolt_Jewel_3,Guard_Up,3,Thunder_Attack,1,3
314,Shield-Dragon_Jwl_3,Guard_Up,3,Dragon_Attack,1,3
315,Shield-Frost_Jewel_3,Guard_Up,3,Ice_Attack,1,3
316,Shield-Handicraft_Jwl_3,Guard_Up,3,Handicraft,1,3
317,Shield-Ironwall_Jwl_3,Guard_Up,3,Guard,1,3
318,Shield-Stream_Jewel_3,Guard_Up,3,Water_Attack,1,3
319,Shockproof_Jewel_1,Shock_Absorber,1,NA,NA,1
320,Sleep_Jewel_1,Sleep_Attack,1,NA,NA,1
321,Sleep_Jewel_II_2,Sleep_Attack,2,NA,NA,2
322,Sleep_Jewel_III_3,Sleep_Attack,3,NA,NA,3
323,Sleepcoat_Jewel_3,Sleep_Functionality,1,NA,NA,3
324,Sonorous_Jewel_2,Horn_Maestro,1,NA,NA,2
325,Sonorous-Attack_Jwl_3,Horn_Maestro,2,Attack_Boost,1,3
326,Sonorous-Draw_Jwl_3,Horn_Maestro,2,Critical_Draw,1,3
327,Sonorous-Expert_Jwl_3,Horn_Maestro,2,Critical_Eye,1,3
328,Sonorous-Handicraft_Jwl_3,Horn_Maestro,2,Handicraft,1,3
329,Sonorous-KO_Jewel_3,Horn_Maestro,2,Slugger,1,3
330,Specimen_Jewel_1,Entomologist,1,NA,NA,1
331,Spread_Jewel_3,Spread-Power_Shots,1,NA,NA,3
332,Sprinter_Jewel_1,Marathon_Runner,1,NA,NA,1
333,Steadfast_Jewel_1,Stun_Resistance,1,NA,NA,1
334,Stream_Jewel_1,Water_Attack,1,NA,NA,1
335,Stream_Jewel_II_2,Water_Attack,2,NA,NA,2
336,Stream_Jewel_III_3,Water_Attack,3,NA,NA,3
337,Stream-Bandolier_Jwl_3,Water_Attack,3,Tetrad_Shot,1,3
338,Stream-Crit_Elem_Jwl_3,Water_Attack,3,Critical_Element,1,3
339,Stream-Enhancer_Jwl_3,Water_Attack,3,Power_Prolonger,1,3
340,Stream-Focus_Jewel_3,Water_Attack,3,Focus,1,3
341,Stream-Guardian_Jwl_3,Water_Attack,3,Offensive_Guard,1,3
342,Stream-Handicraft_Jwl_3,Water_Attack,3,Handicraft,1,3
343,Stream-Ironwall_Jwl_3,Water_Attack,3,Guard,1,3
344,Stream-KO_Jewel_3,Water_Attack,3,Slugger,1,3
345,Stream-Opener_Jwl_3,Water_Attack,3,Opening_Shot,1,3
346,Stream-Precise_Jewel_3,Water_Attack,3,Ballistics,1,3
347,Stream-Quickswitch_Jwl_3,Water_Attack,3,Rapid_Morph,1,3
348,Stream-Rzr_Sharp_Jwl_3,Water_Attack,3,Razor_Sharp,1,3
349,Stream-Shield_Jewel_3,Water_Attack,3,Guard_Up,1,3
350,Survival_Jewel_1,Survival_Expert,1,NA,NA,1
351,Suture_Jewel_1,Bleeding_Resistance,1,NA,NA,1
352,Tenderizer_Jewel_3,Weakness_Exploit,1,NA,NA,3
353,Throttle_Jewel_3,Latent_Power,1,NA,NA,3
354,Thunder_Res_Jewel_1,Thunder_Resistance,1,NA,NA,1
355,Trueshot_Jewel_1,Special_Ammo_Boost,1,NA,NA,1
356,Trueshot_Jewel_II_2,Special_Ammo_Boost,2,NA,NA,2
357,Venom_Jewel_1,Poison_Attack,1,NA,NA,1
358,Venom_Jewel_II_2,Poison_Attack,2,NA,NA,2
359,Venom_Jewel_III_3,Poison_Attack,3,NA,NA,3
360,Water_Res_Jewel_1,Water_Resistance,1,NA,NA,1
361,Wind_Resist_Jewel_1,Windproof,1,NA,NA,1
